"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000068134",417.346446845614,0.176510015480349,0.0649690860903386,2.71683082066006,0.0065910288848866,0.12426817282932
"ENSMUSG00000037259",255.088638011625,0.235268065496572,0.0866390680903154,2.71549626147087,0.00661765235736477,0.124469262323598
"ENSMUSG00000047749",176.287037549127,0.32098735112821,0.118227383301494,2.71500004622155,0.00662757612099184,0.124497117809103
"ENSMUSG00000033963",46.5221784376668,-0.575197631367671,0.212094165397514,-2.71199177162473,0.0066880252998139,0.125202931326747
"ENSMUSG00000036678",358.506931693625,-0.265870622348731,0.0980398391823468,-2.71186310142994,0.00669062185578983,0.125202931326747
"ENSMUSG00000037660",39.0583012794851,0.921160032147381,0.339590258317604,2.7125631833816,0.00667650518938012,0.125202931326747
"ENSMUSG00000032418",8761.92061164947,-0.292118176877548,0.107754134018413,-2.71096955619012,0.00670867855151072,0.125223004962756
"ENSMUSG00000034653",513.947083063161,-0.189254891165401,0.0698006074855714,-2.71136452794514,0.00670069159655897,0.125223004962756
"ENSMUSG00000011034",3641.9022148705,-0.254088835111596,0.0937898204775719,-2.70913020003441,0.00674598608381705,0.125760190634597
"ENSMUSG00000041237",1176.66691988188,-0.39167522205932,0.144603485606315,-2.70861535886943,0.00675646191995973,0.125796448827937
"ENSMUSG00000019851",1721.07978094545,-0.166925740920436,0.0616725594610128,-2.70664526297081,0.00679668400488352,0.126226577249386
"ENSMUSG00000090222",66.3486896086878,-0.544009161006698,0.200989057782506,-2.70666058644536,0.0067963703275567,0.126226577249386
"ENSMUSG00000026348",2561.43636046617,-0.493525425934419,0.182422933491198,-2.70539134794821,0.00682239625356225,0.126544723465445
"ENSMUSG00000050335",1286.69649072742,-0.146743706365052,0.0542655981178711,-2.70417560028193,0.00684740927996069,0.126689958898746
"ENSMUSG00000079471",39.9245997033283,0.576112930315571,0.21303935556709,2.70425588165161,0.00684575501819336,0.126689958898746
"ENSMUSG00000022228",1675.74287704067,0.140637749649865,0.0520371504157443,2.70264125776022,0.00687909474129697,0.127116705582914
"ENSMUSG00000078429",8085.80350323777,0.179224146958659,0.0663354276309815,2.70178626051329,0.00689680824886978,0.12728452370192
"ENSMUSG00000020788",1275.29065323239,0.188069518636567,0.0696576798301028,2.69991075062038,0.00693580795415155,0.127844280114899
"ENSMUSG00000011960",1951.53069679913,0.169018039658241,0.0626338614717013,2.69850901232722,0.00696508519798287,0.128223653345138
"ENSMUSG00000026491",3240.57446021063,0.113940097841375,0.0422493907542748,2.69684593806471,0.00699996474543867,0.128384925542585
"ENSMUSG00000079277",158.601772574213,-0.310490723811925,0.115111605705085,-2.69730164834464,0.00699039159419129,0.128384925542585
"ENSMUSG00000083863",76.0510675345702,-0.585883007461474,0.217246848506444,-2.69685388528936,0.00699979769647414,0.128384925542585
"ENSMUSG00000020330",188.319737880055,-0.671510335232015,0.249373577855977,-2.69278863063768,0.00708571745481502,0.128685050544365
"ENSMUSG00000027014",621.658383197028,-0.173555056637426,0.0644522724555621,-2.69276861815985,0.0070861427534263,0.128685050544365
"ENSMUSG00000034795",71.6372883607298,-0.437620986583965,0.162446097180991,-2.69394583297613,0.00706116391412384,0.128685050544365
"ENSMUSG00000037652",4578.85486650893,0.119524014909392,0.0443572733035708,2.694575342614,0.00704783907552981,0.128685050544365
"ENSMUSG00000038528",5977.59566537375,0.197367017798323,0.0732784294495897,2.6933849330668,0.00707305554192484,0.128685050544365
"ENSMUSG00000048240",77.497835344786,0.407509913620932,0.151333916048919,2.69278641735012,0.00708576448974858,0.128685050544365
"ENSMUSG00000053846",99.673548662812,-0.80769019308156,0.299663109423553,-2.69532741162325,0.00703194962469073,0.128685050544365
"ENSMUSG00000090165",333.424130814716,0.59848074227483,0.222207890472607,2.69333704128121,0.00707407172745733,0.128685050544365
"ENSMUSG00000111118",78.8734619918269,0.52030060718691,0.19325621943243,2.69228389500202,0.00709645093396129,0.128713733668134
"ENSMUSG00000064351",1489637.24537476,-0.303044878164975,0.112608002726435,-2.69114868240031,0.00712064520617921,0.128856374339479
"ENSMUSG00000064363",468430.009155194,-0.330255150770572,0.122721477977069,-2.69109495920741,0.00712179201727083,0.128856374339479
"ENSMUSG00000026283",744.109261367331,0.145577889438913,0.0541190529485517,2.68995633713892,0.00714613683374571,0.128985945433063
"ENSMUSG00000033285",680.275154505074,0.167419462871422,0.0622390646289401,2.68994182141957,0.00714644767522122,0.128985945433063
"ENSMUSG00000015090",236.935197538837,-0.362653789035125,0.134893699138602,-2.68844127895479,0.00717864603781413,0.129408697400498
"ENSMUSG00000042699",6338.43168513703,0.126561960270406,0.0471001730935599,2.68708057651939,0.00720795625214328,0.129778416232118
"ENSMUSG00000006134",1890.64767900298,0.162439731063251,0.0605726510894519,2.68173388718557,0.00732416960825726,0.130911763688923
"ENSMUSG00000020038",192.906112486636,-0.421315732200589,0.157083272919106,-2.6821170986013,0.00731578470089904,0.130911763688923
"ENSMUSG00000030551",4741.25488864619,0.14411166142851,0.0537225675919437,2.68251626622033,0.00730705982082744,0.130911763688923
"ENSMUSG00000037408",1393.74719652918,-0.188624257290365,0.0702957508513148,-2.68329529176424,0.00729005901183726,0.130911763688923
"ENSMUSG00000042379",559.691948816548,0.596875062937445,0.222519924291395,2.68234435562644,0.00731081624319798,0.130911763688923
"ENSMUSG00000045934",1345.49267494633,-0.225217363867965,0.0839570036199345,-2.68253217906041,0.00730671219657609,0.130911763688923
"ENSMUSG00000074968",45.0621285987893,-1.16994816909468,0.436480627044403,-2.68041259246005,0.00735314652754233,0.131270579534067
"ENSMUSG00000019906",107.777569918027,-0.457792790073951,0.17090037485624,-2.67871144495174,0.00739060531748026,0.131732121442628
"ENSMUSG00000022684",1117.09054727277,0.151614551874561,0.0566179845249014,2.6778514485601,0.00740960726123922,0.131732121442628
"ENSMUSG00000024891",156.917752939138,0.300713487837288,0.112305999456559,2.67762621135487,0.00741459119819458,0.131732121442628
"ENSMUSG00000062901",6388.6506898481,0.259427678975891,0.0968874225031141,2.67761978049888,0.00741473354112173,0.131732121442628
"ENSMUSG00000046201",2439.35016933752,0.129834425653653,0.048496350388842,2.67719992561595,0.00742403206873802,0.131738600343695
"ENSMUSG00000022761",2596.09993292214,-0.152937499588506,0.0572009007066601,-2.67369040870189,0.00750216737832362,0.132965096347068
"ENSMUSG00000024056",58.8434119275002,-0.785301153500261,0.293800303515555,-2.67290790412231,0.00751968915325463,0.133115649764577
"ENSMUSG00000020566",830.325852941118,0.297008444899515,0.111175101002386,2.67153744158181,0.00755046486206742,0.13346232741397
"ENSMUSG00000030110",47.5078255899455,-0.722209813476515,0.270400768538503,-2.67088668933897,0.00756511794564914,0.13346232741397
"ENSMUSG00000046721",75.1350087555022,0.372027716396631,0.139292990938473,2.67082868915463,0.00756642518093576,0.13346232741397
"ENSMUSG00000078851",1070.09267230508,0.239795283818738,0.0898471375772469,2.66892513534526,0.00760944091913596,0.134060711820285
"ENSMUSG00000029103",12178.643776769,-0.209373668247963,0.078525763368862,-2.66630541704466,0.00766899869340344,0.134839269905676
"ENSMUSG00000112441",82.1687388590038,0.819956219032007,0.307540014415332,2.66617734472971,0.0076719210260994,0.134839269905676
"ENSMUSG00000096573",49.0057762242266,0.484800811658733,0.181923391124852,2.66486243831075,0.00770198211833702,0.13520646228214
"ENSMUSG00000031824",740.090741638368,0.260537260319018,0.0978213772834047,2.66339799698586,0.00773558606043555,0.13563490136407
"ENSMUSG00000085334",169.216761966494,0.443271626818411,0.166492701166391,2.66240876454644,0.00775835986645595,0.135872653908265
"ENSMUSG00000045287",658.863258242269,0.137307129008821,0.0515938855947841,2.66130622700574,0.007783812925881,0.136156708665529
"ENSMUSG00000003418",1614.58202091567,-0.202086510982355,0.0759933286803998,-2.65926647103796,0.00783109983183865,0.136821561753901
"ENSMUSG00000068270",6842.12696864939,0.275671671676464,0.103731854929145,2.65754113685487,0.00787129834655083,0.137361142506791
"ENSMUSG00000045667",1461.6035724452,0.205998068252316,0.0775651044922785,2.65580855722077,0.00791185157843005,0.137905630467529
"ENSMUSG00000027985",58.7480366797387,0.490049928191784,0.184611582437546,2.65449178064203,0.00794279745984023,0.138281571833299
"ENSMUSG00000034801",2341.32207014048,0.108073610232003,0.0407224102453621,2.65390996212733,0.00795650541274586,0.138356873604187
"ENSMUSG00000024269",365.306380385512,-0.19531473238701,0.0736534241868818,-2.65180790361403,0.00800620774646466,0.139057172472754
"ENSMUSG00000038745",1549.10816657271,-0.267281099998843,0.10084463250339,-2.65042465190063,0.0080390656624416,0.139463602656899
"ENSMUSG00000003779",180.219197245648,-0.671278384258024,0.253598947985557,-2.64700776399221,0.0081207488539278,0.140425021587878
"ENSMUSG00000016757",813.774165611247,-0.158473690417485,0.0598711636336818,-2.64691181529553,0.0081230532628821,0.140425021587878
"ENSMUSG00000026275",1337.91824032876,0.120791607255612,0.0456219034172382,2.64766698028585,0.0081049322088606,0.140425021587878
"ENSMUSG00000015869",1660.36862242404,0.139635468609225,0.0527750430586858,2.64586176564461,0.00814831068680873,0.140647688276677
"ENSMUSG00000090698",132.740572270374,-0.471206378225328,0.17811055060278,-2.64558374914132,0.00815500972986294,0.140647688276677
"ENSMUSG00000032187",5414.35284151154,-0.13908297268028,0.0526621114440263,-2.6410443650386,0.00826508955737069,0.142379685295547
"ENSMUSG00000020183",2499.89831197398,0.349896466913829,0.132530476881512,2.64012078690889,0.00828764837662333,0.142487030731979
"ENSMUSG00000020883",2232.68672913368,0.154422785135159,0.0585110092190143,2.6392090513622,0.00830997195371637,0.142487030731979
"ENSMUSG00000039041",1929.84944923264,-0.14353462589673,0.0543785641912216,-2.63954424011624,0.00830175870987246,0.142487030731979
"ENSMUSG00000044730",332.778233564389,0.225036064286566,0.0852553032191255,2.63955502812737,0.00830149448825069,0.142487030731979
"ENSMUSG00000020649",409.051274124061,-0.442542135366625,0.167760614410294,-2.63793821286499,0.00834117781185766,0.142690264516999
"ENSMUSG00000034785",2393.35402653727,-0.435751515580809,0.165170016812734,-2.63819986211453,0.00833474437174001,0.142690264516999
"ENSMUSG00000018387",67.7131977293232,-0.384152179718132,0.145658736830878,-2.63734389076959,0.00835580753069279,0.142774899012278
"ENSMUSG00000099681",316.753992736466,-0.258425687061812,0.0980090130040765,-2.63675430596432,0.00837034331262813,0.142857734361128
"ENSMUSG00000014748",2382.94046938378,0.14262793890642,0.0541135347470671,2.63571654620382,0.00839598347323114,0.142977736646428
"ENSMUSG00000024386",2135.93874523596,-0.28751646941564,0.109086055736066,-2.63568489552218,0.00839676657641438,0.142977736646428
"ENSMUSG00000032399",14731.9664096117,0.125598890837954,0.0477047374696814,2.63283894849601,0.00846744878395867,0.143683544037117
"ENSMUSG00000038664",6569.674776971,0.118577947060125,0.045036568605095,2.63292588074106,0.00846528187270678,0.143683544037117
"ENSMUSG00000053916",164.696876571429,0.330098293860902,0.125362412477126,2.63315205362001,0.00845964651166578,0.143683544037117
"ENSMUSG00000031953",744.933349992876,0.163502069768735,0.0621127607990085,2.63234265657283,0.00847982907591417,0.143728229371759
"ENSMUSG00000044795",453.248990511159,0.164479071364443,0.0625116403058567,2.63117509890447,0.0085090183399525,0.144057387417841
"ENSMUSG00000000441",2404.88455447868,0.090310716708186,0.0343364092344098,2.63017358896347,0.00853412791436337,0.144316800716975
"ENSMUSG00000019916",1991.96647443037,-0.206494162871869,0.0785697476913485,-2.62816375181775,0.00858471795186307,0.144859745760304
"ENSMUSG00000056592",116.819963507276,0.389853670431302,0.148339506004973,2.62811762645504,0.00858588212359323,0.144859745760304
"ENSMUSG00000038550",40.9982143909877,0.968793302311038,0.368726859169538,2.62740095607083,0.00860398852142225,0.144999331127877
"ENSMUSG00000032872",1573.97642272072,-0.111122496994174,0.0423056091502743,-2.62666107937259,0.00862271701989434,0.145149069834888
"ENSMUSG00000037007",690.975284231972,0.168104789971842,0.0640382402993051,2.62506885239422,0.0086631447036246,0.145372759053705
"ENSMUSG00000050730",1884.21795570662,-0.160070127442292,0.0609733405770639,-2.62524778743228,0.00865859299184714,0.145372759053705
"ENSMUSG00000079418",529.090669145349,-0.234126480697035,0.0891919536544769,-2.62497311813601,0.00866558084960036,0.145372759053705
"ENSMUSG00000033392",2019.21020129514,0.110378173026657,0.0420659125059467,2.62393388021842,0.00869206572365441,0.145486039910338
"ENSMUSG00000038024",3119.33423913756,0.106711118584924,0.0406632099023607,2.6242669686224,0.00868356913211261,0.145486039910338
"ENSMUSG00000061898",339.081625713418,0.191765920565132,0.073097424635356,2.62342923190181,0.00870495271062067,0.145536544978245
"ENSMUSG00000031901",234.658628191735,-0.252881223148711,0.0964517425107412,-2.6218419342766,0.00874559823814991,0.145720442508202
"ENSMUSG00000036862",1124.38801995748,0.269407573438583,0.102745894710931,2.62207628048346,0.00873958674345554,0.145720442508202
"ENSMUSG00000038422",147.833373203489,-0.343706442827627,0.13108126909569,-2.62208662762274,0.00873932140175444,0.145720442508202
"ENSMUSG00000030978",799.215054856248,-0.15442145636891,0.0589200355563263,-2.62086495554278,0.00877069971854501,0.145973744977048
"ENSMUSG00000037295",1201.49347114868,0.155941594020844,0.0595233027314738,2.61984108516861,0.00879707504944827,0.146247653527806
"ENSMUSG00000022385",97.3912130963281,-0.695686232929915,0.265702916786891,-2.6182860216318,0.00883726970228797,0.146750426835516
"ENSMUSG00000023092",2857.73813177714,-0.143701027998847,0.0549190909310221,-2.61659516868796,0.00888116029863224,0.147297133546565
"ENSMUSG00000091938",66.1465117089945,0.638666845386882,0.244115467076716,2.61624899493228,0.00889017013810138,0.147297133546565
"ENSMUSG00000052512",3889.66926977312,-0.166825690640208,0.0637909479718829,-2.61519378444948,0.00891768442132882,0.1474217202656
"ENSMUSG00000053774",3437.20048423254,0.142565498933565,0.0545074295090662,2.61552416280888,0.00890906174138446,0.1474217202656
"ENSMUSG00000056014",388.761487467573,0.178488690958646,0.0682787385786054,2.6141181672998,0.00894580905572461,0.14772105300752
"ENSMUSG00000024986",61.2274969458609,0.439795375558134,0.168360958383967,2.61221710650475,0.00899571071720088,0.147742477675145
"ENSMUSG00000036083",6933.86026117162,-0.408234447581791,0.156282303006066,-2.6121604284648,0.00899720228891089,0.147742477675145
"ENSMUSG00000041328",2523.23424834476,0.152986863830479,0.0585652024460553,2.61224852712489,0.00899488392933511,0.147742477675145
"ENSMUSG00000045160",1109.1389932488,-0.175666317278609,0.0672200060001966,-2.61330409994451,0.00896714747077896,0.147742477675145
"ENSMUSG00000046318",526.05308133313,0.35719129929426,0.136726326660127,2.6124544410687,0.00898946728307648,0.147742477675145
"ENSMUSG00000042632",837.182901785954,-0.196366036120195,0.0751989609282977,-2.61128656162457,0.00902022743743355,0.147955810670072
"ENSMUSG00000032411",3187.76818862698,0.119377815456779,0.0457445117186518,2.60966421919646,0.00906311340732084,0.148494078115948
"ENSMUSG00000089809",648.433223486266,0.393843353986552,0.150955205668902,2.60900809774251,0.00908050935126882,0.14861397435495
"ENSMUSG00000005958",402.137256613747,0.26689510399296,0.10231448756028,2.6085758757841,0.0090919852620805,0.148636823364345
"ENSMUSG00000030733",1762.29461131647,0.128306838677058,0.049207592720075,2.60746018215017,0.00912166787682403,0.148956937443685
"ENSMUSG00000050860",290.068048086112,-0.887275488965183,0.340350879323275,-2.60694343064242,0.00913544514773035,0.149016896181894
"ENSMUSG00000025981",821.646842577183,0.159160213944797,0.0610620894028562,2.60653075420888,0.00914646097835548,0.149031727720254
"ENSMUSG00000036442",767.300735372323,0.186867441795874,0.0717508481920212,2.60439348808498,0.00920370230296825,0.149304504025929
"ENSMUSG00000036568",1772.68065375644,0.111678454706163,0.0428701104968903,2.60504238061771,0.00918628963293544,0.149304504025929
"ENSMUSG00000051344",741.536994603193,0.184131809864108,0.0706811159152615,2.60510615147702,0.00918457996524607,0.149304504025929
"ENSMUSG00000059173",2731.69101505855,0.209021161314503,0.0802474316055434,2.60470842658177,0.00919524742796857,0.149304504025929
"ENSMUSG00000079469",603.476730307511,-0.167209852231322,0.0642255984520596,-2.60347674854496,0.00922835270467096,0.149539878003382
"ENSMUSG00000033124",2211.33100357221,-0.122421426412472,0.0470335856067635,-2.6028512356257,0.00924520605282675,0.149557727057719
"ENSMUSG00000054150",815.444505526152,0.212470800373839,0.0816352916339882,2.60268317930989,0.00924973871399969,0.149557727057719
"ENSMUSG00000052087",74.2590997807012,-0.425921000039579,0.163702799934822,-2.60179422837702,0.00927374768955426,0.149781690504017
"ENSMUSG00000031119",9819.87071007948,-0.168753731142562,0.064915993121591,-2.59957096899801,0.00933403757977799,0.150590501259744
"ENSMUSG00000004460",2334.71312651684,-0.174439710473711,0.067119241840146,-2.59895233753033,0.00935087557404131,0.150597924028391
"ENSMUSG00000032604",2471.21611526107,0.188834365710099,0.0726620330801819,2.59880377282757,0.00935492326122383,0.150597924028391
"ENSMUSG00000018199",1958.50147422665,0.141989537395773,0.0546515083024496,2.59809000348136,0.00937439191200786,0.15074676459593
"ENSMUSG00000017309",770.33508947527,0.329274538586692,0.126795540877447,2.59689367865823,0.00940710373417512,0.150997313997316
"ENSMUSG00000033444",2604.55370799604,0.133888635091255,0.0515596536606646,2.59677142077857,0.00941045243208556,0.150997313997316
"ENSMUSG00000038121",4706.29840736714,0.159028049406704,0.0612516854819952,2.59630487153615,0.00942324119769936,0.151038168153559
"ENSMUSG00000028514",12858.1151807336,-0.128595683680307,0.0495540243794708,-2.59506034657362,0.00945743122814182,0.151421586199978
"ENSMUSG00000033540",371.025914321513,-0.192904831362807,0.0744004080659526,-2.59279265231726,0.00952001471034237,0.152093322772165
"ENSMUSG00000035382",1331.24776926636,0.134496269297503,0.0518706808122809,2.59291505704818,0.00951662719703118,0.152093322772165
"ENSMUSG00000039166",418.296609074918,0.190893202932979,0.0736594255495595,2.59156518678716,0.00955404394536659,0.152471787898675
"ENSMUSG00000027246",290.271748045866,-0.283053921944549,0.109255493850336,-2.59075229967192,0.00957663941073283,0.152667161892612
"ENSMUSG00000041355",1869.4164233703,-0.1316100482933,0.0508299260157985,-2.58922368394544,0.00961925875134207,0.153180982232495
"ENSMUSG00000075705",1342.9257248565,-0.20197985765133,0.0780518460343166,-2.58776528568622,0.0096600779013122,0.153665057964131
"ENSMUSG00000094483",5729.74747978221,0.116953643180437,0.0452050652499293,2.5871800545763,0.0096765013177529,0.153760440120242
"ENSMUSG00000016528",4119.24477079121,-0.118887753801713,0.0459760186973238,-2.58586448262065,0.00971351128021071,0.153851167924798
"ENSMUSG00000049230",111.356205502714,-0.427007444954047,0.165109204365028,-2.58621223811367,0.00970371589770336,0.153851167924798
"ENSMUSG00000064043",557.681396431722,0.196851821500578,0.0761100479908419,2.58641042407784,0.00969813744575725,0.153851167924798
"ENSMUSG00000001036",1421.53924633929,0.151869747648468,0.0587588828360237,2.58462619298405,0.0097484623355284,0.153908806851929
"ENSMUSG00000002297",142.937768328049,-0.300678658989593,0.116307227347647,-2.58521044518457,0.00973195771935584,0.153908806851929
"ENSMUSG00000045896",911.190087499354,0.156999269816962,0.0607374214851478,2.58488533062526,0.00974113884660771,0.153908806851929
"ENSMUSG00000028926",701.241970327269,0.204307535704184,0.0791324483418366,2.58184272046804,0.00982743603533693,0.154824115146451
"ENSMUSG00000050395",90.559738578338,0.628646927473282,0.243473494811122,2.58199328005278,0.0098231497636244,0.154824115146451
"ENSMUSG00000040225",11150.9597200315,0.0838352386053638,0.0324942342193861,2.58000351814254,0.00987993086117325,0.155485016519595
"ENSMUSG00000000628",227.99570641064,-1.32185411833206,0.513579230505409,-2.57380758375145,0.0100586195588869,0.156909336795333
"ENSMUSG00000020263",1168.0639100854,0.221125525631028,0.0859298728538067,2.57332541393644,0.0100726451388849,0.156909336795333
"ENSMUSG00000022244",1828.90953164161,-0.192557410017699,0.0747635769530678,-2.57555106196397,0.010008049487732,0.156909336795333
"ENSMUSG00000024140",11039.9458219235,0.190415376842629,0.0740419712975558,2.57172213956052,0.0101194072489056,0.156909336795333
"ENSMUSG00000024158",3737.52805971677,-0.187065167979809,0.0727084613144385,-2.57281153524647,0.0100876122506898,0.156909336795333
"ENSMUSG00000029811",413.902128812218,-0.459210636173489,0.178500211467368,-2.57260555827094,0.0100936170462935,0.156909336795333
"ENSMUSG00000031157",561.393630950882,-0.191268770002118,0.0743520171549982,-2.57247586979906,0.0100973994548578,0.156909336795333
"ENSMUSG00000036339",1632.00042208581,0.118868768282225,0.0461413187694766,2.57618922588878,0.00998959605462245,0.156909336795333
"ENSMUSG00000041560",2555.73201044873,0.18567563565908,0.0721121017627696,2.57481935930678,0.010029245086691,0.156909336795333
"ENSMUSG00000042396",974.888500517394,0.139571414491542,0.054188059456179,2.57568578561871,0.0100041512320279,0.156909336795333
"ENSMUSG00000048782",60.3152777652118,-0.520227684894263,0.202161696552898,-2.57332468892365,0.0100726662415015,0.156909336795333
"ENSMUSG00000052727",1244.64941206055,-0.349283463041179,0.135779733166134,-2.57242708389926,0.0100988226389503,0.156909336795333
"ENSMUSG00000117294",135.483025057282,-0.455516564118769,0.177121076747448,-2.5717806851879,0.0101176962756053,0.156909336795333
"ENSMUSG00000117310",3187.7893141167,-0.176278892113172,0.0685144551377396,-2.57287154599399,0.0100858633707946,0.156909336795333
"ENSMUSG00000027699",351.371993917798,-0.300924924383447,0.117094646518488,-2.56992897054379,0.0101719368644169,0.157558173322155
"ENSMUSG00000029287",4125.57596885334,0.284622716235153,0.110771794172994,2.56945117085179,0.0101859745671359,0.157610053480573
"ENSMUSG00000040703",868.470964530599,0.212369147616767,0.0826738996261896,2.56875686978593,0.0102064037968642,0.157760618855932
"ENSMUSG00000026574",73.1883605425593,-0.504323250511644,0.196476801786981,-2.56683356978922,0.0102631858949813,0.158472187651721
"ENSMUSG00000055024",6739.04537352927,0.1633421262431,0.0636562814832922,2.56600169593588,0.0102878325178064,0.158686588187838
"ENSMUSG00000020684",53.7524756994678,-0.733324721358774,0.285906706380712,-2.56490912942168,0.0103202829251304,0.158854793334
"ENSMUSG00000031381",521.140883384172,-0.213013139108217,0.0830394273145302,-2.56520481892755,0.0103114916482664,0.158854793334
"ENSMUSG00000025212",1073.48824730197,0.114024201098022,0.0444820414448815,2.56337608154319,0.010365969690272,0.159391646561785
"ENSMUSG00000087687",567.898775577276,-0.198485183339625,0.0774658948364365,-2.56222669032239,0.0104003409653913,0.159753570703813
"ENSMUSG00000031353",2745.30797182018,0.102023186050569,0.0398516890643977,2.56007181742552,0.010465053440198,0.160580310123995
"ENSMUSG00000005774",651.03728310264,-0.226159844212296,0.0883571950293992,-2.55960868989838,0.0104790081920885,0.160603080005553
"ENSMUSG00000030516",5606.88635387221,0.133338627343701,0.052099648156179,2.55929995811088,0.0104883199542484,0.160603080005553
"ENSMUSG00000020089",1005.39038820234,-0.194509592768815,0.0760318665401023,-2.55826407557972,0.0105196173602886,0.160915225720763
"ENSMUSG00000036062",74.7271384050957,0.491065693411672,0.192080138974986,2.55656673319891,0.0105710792505351,0.161534854537192
"ENSMUSG00000017724",56.0589699704863,0.534461040672799,0.209128041154281,2.5556641649912,0.0105985353955331,0.161585974013446
"ENSMUSG00000042694",224.151290073654,-0.23853065131573,0.0933214917940761,-2.55600984007064,0.010588012467063,0.161585974013446
"ENSMUSG00000046794",159.525614551684,-1.13084310687607,0.442534824783465,-2.55537653433128,0.0106072984433077,0.161585974013446
"ENSMUSG00000062232",2242.43452353861,0.121214842010204,0.0474468980038899,2.55474745683619,0.0106264865815959,0.161711218918692
"ENSMUSG00000007041",2164.95174671209,-0.156447960012457,0.0612515440653685,-2.55418801925212,0.0106435764871711,0.161804308123531
"ENSMUSG00000028125",742.015745103963,0.434338833841649,0.170079285078052,2.55374329473648,0.0106571795289617,0.161844252661245
"ENSMUSG00000022636",1940.36532106733,-0.228287217976227,0.0894346353051265,-2.55255938817633,0.0106934677419325,0.162061536816585
"ENSMUSG00000065947",81470.9957917865,-0.284003538889215,0.111251326830164,-2.55281035274999,0.0106857662010283,0.162061536816585
"ENSMUSG00000024660",262.92895323416,-0.409869710891908,0.1606226520516,-2.55175534494498,0.0107181752760493,0.162269212136164
"ENSMUSG00000004462",702.10309606579,0.155904292240854,0.0611108881869151,2.55117045204779,0.0107361803933763,0.16237509341613
"ENSMUSG00000026116",4855.16028248179,-0.10488994685687,0.041159424416591,-2.54838225615686,0.0108223813032471,0.163511101124674
"ENSMUSG00000002227",703.326777012739,-0.301642925905331,0.118394369647631,-2.54778100346402,0.0108410502965241,0.163625514506187
"ENSMUSG00000022339",621.618704256473,-0.164610378662448,0.0646319086075307,-2.5468902622391,0.010868760573898,0.163628666190958
"ENSMUSG00000029675",535.075384851549,-0.514841827908452,0.202160021001361,-2.54670446391072,0.0108745485465305,0.163628666190958
"ENSMUSG00000038975",932.181529995861,0.152556022407864,0.0599008861035355,2.54680744028024,0.0108713402977091,0.163628666190958
"ENSMUSG00000036817",2343.16736136736,0.119313562027334,0.0468643385700116,2.54593504715935,0.0108985465201914,0.163822596316761
"ENSMUSG00000001909",977.294569256092,0.157878466742118,0.0620702887181805,2.54354329587442,0.0109734456564681,0.164278608782008
"ENSMUSG00000019256",622.736180729968,0.144004891411929,0.0566145612203974,2.54360165137244,0.0109716127888167,0.164278608782008
"ENSMUSG00000021716",625.099372812851,-0.163057011750684,0.0641046561026467,-2.54360637220472,0.0109714645257229,0.164278608782008
"ENSMUSG00000037989",300.076809621791,-0.2652235601762,0.104260827640467,-2.5438466793185,0.0109639197596488,0.164278608782008
"ENSMUSG00000039046",1933.15140678216,0.0971903252936103,0.0382221304269056,2.54277624528211,0.010997562987995,0.164472681360015
"ENSMUSG00000021228",1327.39119154377,0.262650353156563,0.103357792605818,2.54117610810681,0.0110480255859695,0.165059964833542
"ENSMUSG00000020922",1630.68544048401,-0.142990071271198,0.0563112851889965,-2.53927913012965,0.0111081158989604,0.165789754095213
"ENSMUSG00000024038",3592.39398131514,-0.207446840957686,0.0817716728879149,-2.53690347318729,0.0111837786126004,0.166750252195557
"ENSMUSG00000032652",1575.07428286013,0.184446834617427,0.0727286821476427,2.5360948276636,0.0112096375292708,0.166966984855179
"ENSMUSG00000031660",1407.23950818378,-0.129726603917384,0.0511598945599032,-2.53570897738045,0.0112219949762816,0.166982379334257
"ENSMUSG00000022390",6136.37911754902,0.136710380424416,0.0539396843742733,2.534504641811,0.011260643516555,0.167254358336905
"ENSMUSG00000033909",1083.41044348122,0.171992777903663,0.0678624380558782,2.53443263800872,0.0112629579430725,0.167254358336905
"ENSMUSG00000046756",1651.32650249397,-0.15075135295517,0.0595077376399285,-2.53330674184493,0.0112992027356687,0.167455320140875
"ENSMUSG00000066735",1322.56059669512,0.110155868632756,0.0434824809710194,2.53333908675022,0.0112981600469589,0.167455320140875
"ENSMUSG00000037887",310.067105540987,-0.417171152936757,0.164801708550641,-2.53135211161095,0.0113623721139058,0.168222428907284
"ENSMUSG00000034525",2659.20811846956,0.132949953159083,0.0525401999197179,2.53044246809553,0.0113918765630167,0.168490082044378
"ENSMUSG00000020952",1085.71873434602,-0.152501626737222,0.0602898833574489,-2.52947291062191,0.0114233991916913,0.168584820854625
"ENSMUSG00000024191",329.441546086776,-0.170602145038106,0.0674532472860663,-2.52919098638187,0.0114325797405822,0.168584820854625
"ENSMUSG00000030549",4100.6597291909,0.13650309527824,0.0539616451167608,2.52963183355285,0.011418226928098,0.168584820854625
"ENSMUSG00000027498",728.468972780739,0.149615823227246,0.0591942361084224,2.52754040027148,0.0114864607691945,0.16921014036218
"ENSMUSG00000031988",1575.4310289506,0.107678100527226,0.0426291946178232,2.52592387664313,0.0115394482035547,0.169821061087442
"ENSMUSG00000021876",425.346538836636,0.940986482360461,0.372880298619527,2.52356181285031,0.0116172634736035,0.170795779842231
