"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000020653",1055.89574376514,0.813797366439619,0.180973732831255,4.49677062913007,6.89933468391436e-06,0.00115718167262914
"ENSMUSG00000040263",649.846909121473,-0.266657892247654,0.0593024668817061,-4.49657335131725,6.90573628043975e-06,0.00115718167262914
"ENSMUSG00000032594",3522.52590772885,0.179144892168916,0.0398842179339392,4.49162354056025,7.06822811093373e-06,0.00117110215420032
"ENSMUSG00000039047",1704.3153855003,-0.199839062542436,0.0445780680150829,-4.48290092955175,7.36351202223146e-06,0.0012064705364425
"ENSMUSG00000023938",760.353468082788,-0.298386431275407,0.0667514122052561,-4.47011413568134,7.81778667228781e-06,0.00125305524206039
"ENSMUSG00000033327",1664.71832594757,0.42830320990579,0.0957879751523385,4.47136719640047,7.77211178978508e-06,0.00125305524206039
"ENSMUSG00000001280",4301.04664200976,0.169816176814695,0.0380257345102952,4.46582239637522,7.97617592510714e-06,0.00126469559345839
"ENSMUSG00000027875",597.499775748271,1.68010310550812,0.377053767904753,4.45587141283395,8.35531042442629e-06,0.0013107171012616
"ENSMUSG00000034460",397.487802743214,0.315195838825541,0.0708079010771046,4.45142186155632,8.5303573025491e-06,0.00132409103982515
"ENSMUSG00000022797",2927.05015139755,-0.759199648065163,0.171069752686653,-4.43795373607504,9.08181324828097e-06,0.00139500435582449
"ENSMUSG00000048707",1443.56877512896,-0.255860392137077,0.0577069436009474,-4.4337886599296,9.25913938554685e-06,0.00140758009669354
"ENSMUSG00000024958",762.064037393674,-0.216485895354469,0.0490946960963189,-4.40955770313244,1.03581956503068e-05,0.00155859135774922
"ENSMUSG00000039062",5623.97142779161,-0.374053811667763,0.0849206670838573,-4.40474415136652,1.0590879943055e-05,0.00157750621858877
"ENSMUSG00000022604",656.036925363263,0.245028289132043,0.055815401045285,4.38997632451379,1.13363002627751e-05,0.00165983967382164
"ENSMUSG00000031994",86.4628188326475,-1.33407275939007,0.303933706010988,-4.38935443159386,1.13687648891893e-05,0.00165983967382164
"ENSMUSG00000022351",1863.61760354979,-0.374362827641769,0.0854005112949957,-4.38361342297615,1.16726830769366e-05,0.00168750377110301
"ENSMUSG00000092500",80.798745038123,-0.678484277830359,0.155541749024191,-4.36207180443134,1.28836568737256e-05,0.00184448936174717
"ENSMUSG00000034111",1389.68293077023,0.211298483233652,0.0485308633865377,4.35389911674774,1.33737269846375e-05,0.00189624017418715
"ENSMUSG00000023022",3891.41386721676,0.229650427786475,0.0528381644933124,4.34629836196412,1.38454209438834e-05,0.00194442454512862
"ENSMUSG00000031594",102.248588567973,-0.705236155483804,0.163515431168232,-4.31296392300875,1.61080411158254e-05,0.00224084126692417
"ENSMUSG00000028053",8875.06225958762,0.129347886340712,0.030095999369438,4.29784320344127,1.72468091648457e-05,0.00237683596210107
"ENSMUSG00000030213",3641.49420649214,0.228024561713737,0.0531168859245686,4.29288271977306,1.76368177921001e-05,0.00240807884409544
"ENSMUSG00000053414",479.366457383863,-0.42344550783337,0.0987577568874783,-4.28771897194699,1.8051727327296e-05,0.00244211716668172
"ENSMUSG00000041075",1420.91131590702,0.276523607425074,0.0646671520632141,4.27610616213258,1.90190554663886e-05,0.00253631000238972
"ENSMUSG00000045382",178.69612542677,0.57914332780561,0.135464087561947,4.2752535984179,1.90919849630584e-05,0.00253631000238972
"ENSMUSG00000035910",1484.34704940756,-0.465132972658715,0.109788578488381,-4.23662441997952,2.26905210265978e-05,0.00296629639219573
"ENSMUSG00000040423",4157.93049187037,0.206700704078633,0.0487936210493699,4.23622390864353,2.27310112788633e-05,0.00296629639219573
"ENSMUSG00000060657",3849.29763353942,0.170913304967303,0.0404030268333464,4.23021041646911,2.33472821343495e-05,0.00299373062915754
"ENSMUSG00000106847",1803.69234069409,0.288704017493061,0.0682393938255829,4.23075296112649,2.32910354624152e-05,0.00299373062915754
"ENSMUSG00000002266",127.502191471856,0.797831709998436,0.188764457797937,4.22659921950177,2.37249684551164e-05,0.0030159343520616
"ENSMUSG00000046079",4463.48588660504,-0.229568546928511,0.0546275422993395,-4.20243227620523,2.6406226257796e-05,0.00332808728544837
"ENSMUSG00000039834",950.750113429069,-0.209322002472162,0.0498938098613266,-4.19535014571838,2.72450369438714e-05,0.00340470605740955
"ENSMUSG00000010663",4445.64359249251,-0.376882460867925,0.0901944683879136,-4.17855404665181,2.93368286164096e-05,0.003494097037547
"ENSMUSG00000024064",1296.63647105699,-0.321902340028891,0.0770432413387174,-4.17820349242137,2.93820719283757e-05,0.003494097037547
"ENSMUSG00000027351",2172.61603802733,0.201090960287603,0.048082110773065,4.18224069314885,2.88650146886938e-05,0.003494097037547
"ENSMUSG00000028919",713.753564747509,-0.421694023161529,0.100921562127683,-4.17843337212731,2.93523956607576e-05,0.003494097037547
"ENSMUSG00000031283",260.673733079961,-0.818675976418774,0.195872426946406,-4.17963870250495,2.91972595596865e-05,0.003494097037547
"ENSMUSG00000032624",1082.7740045428,0.21695953004338,0.051880279427939,4.1819267828874,2.89049060164845e-05,0.003494097037547
"ENSMUSG00000061143",887.442587252631,0.277972479604763,0.0665926066512342,4.17422434085798,2.99003009828429e-05,0.00352727870634401
"ENSMUSG00000004105",2213.40376054696,0.305190135379392,0.0732897256634457,4.16415988212124,3.12501083839985e-05,0.00365725474786065
"ENSMUSG00000017428",2920.43271544906,-0.191621987296463,0.0461599005516819,-4.1512651675217,3.30642411601541e-05,0.00372468780503003
"ENSMUSG00000036752",3879.77784731909,-0.490183916432549,0.118008128436476,-4.15381485095255,3.26977777986355e-05,0.00372468780503003
"ENSMUSG00000037172",933.83688707609,0.218660066986615,0.0526374416930354,4.15407854093233,3.26600988520998e-05,0.00372468780503003
"ENSMUSG00000061353",5052.83179730506,0.548282265609308,0.131996804324055,4.1537540883434,3.27064660859885e-05,0.00372468780503003
"ENSMUSG00000063694",4904.71773666339,-0.345993855213215,0.0833500784325054,-4.15109213716447,3.30892514891451e-05,0.00372468780503003
"ENSMUSG00000040188",4067.54445358459,-0.181624078265967,0.0439781185651237,-4.12987376886108,3.62962467235813e-05,0.00405473071352977
"ENSMUSG00000021508",770.59010036638,0.750309453638421,0.182310280577222,4.1155630459392,3.86235402195614e-05,0.0042822761208846
"ENSMUSG00000064065",1085.29830200448,0.26481912687682,0.0648722116975554,4.08216584492986,4.46179379348633e-05,0.00490997099095144
"ENSMUSG00000022122",1061.85435747682,0.422940750848188,0.103946552865134,4.06882902020748,4.72500035273918e-05,0.00513140954672357
"ENSMUSG00000026399",347.913903296437,-0.463143307317823,0.113837675325571,-4.06845366433612,4.73261696971657e-05,0.00513140954672357
"ENSMUSG00000071415",6904.1808063017,0.194331924652054,0.0478387242740859,4.06223049633712,4.86060479623288e-05,0.00523171374636862
"ENSMUSG00000098557",3659.50018982211,0.277845466142774,0.0685507823598554,4.05313340822622,5.05361641711105e-05,0.00540004548454489
"ENSMUSG00000000594",11722.0506244514,-0.353288704301237,0.0875603176619657,-4.03480382135135,5.46479370497553e-05,0.00576326656765941
"ENSMUSG00000001473",331.266332980493,-0.520028238878339,0.128897746163994,-4.03442460674771,5.4736260917249e-05,0.00576326656765941
"ENSMUSG00000003477",301.839517433695,0.620126045371134,0.153779231544469,4.0325734440402,5.51693650211359e-05,0.00576326656765941
"ENSMUSG00000026189",3143.11734546593,-0.486155009218546,0.120694351401931,-4.02798476955705,5.62569870182668e-05,0.00576326656765941
"ENSMUSG00000029032",2259.34897960749,-0.172743224773972,0.0428868097727724,-4.0278870284178,5.62803733719623e-05,0.00576326656765941
"ENSMUSG00000034457",163.067901234562,-0.656313100094995,0.162915062972744,-4.02855996320485,5.61195478000197e-05,0.00576326656765941
"ENSMUSG00000038704",494.555176947699,-0.442101954665864,0.109872290234791,-4.02378027909598,5.72713524125018e-05,0.00582429905292932
"ENSMUSG00000004565",2401.10078381383,-0.185157111666127,0.0460488867725238,-4.02088138592323,5.79807959102927e-05,0.00585606038693957
"ENSMUSG00000020381",310.133784569102,-0.355358148034154,0.0884765205678356,-4.01641187688544,5.90909454532834e-05,0.00589247689323408
"ENSMUSG00000041889",370.403495381679,-0.407447603514295,0.101450670081657,-4.01621401994036,5.91405520275765e-05,0.00589247689323408
"ENSMUSG00000041530",2969.53109223345,0.141675733295492,0.0353174202216544,4.01149722732651,6.03348857653147e-05,0.00597112903017
"ENSMUSG00000023259",191.063904535728,-0.549369472472685,0.137205961891106,-4.003976685129,6.22865059704566e-05,0.00608262792741956
"ENSMUSG00000031216",4901.8444363522,0.185051072440422,0.0462058016645301,4.00493154050125,6.20354444493619e-05,0.00608262792741956
"ENSMUSG00000031349",1283.77580025599,-0.386641642032709,0.0967501091640916,-3.99629153262196,6.43424900808191e-05,0.00624206814955104
"ENSMUSG00000100131",81.7047694976457,-0.744740954475039,0.186856805937174,-3.98562391527468,6.73030418675313e-05,0.00648660559070991
"ENSMUSG00000025223",1861.13104354307,0.199040305582586,0.0500030303794365,3.98056485921381,6.87517022372485e-05,0.00649879872557991
"ENSMUSG00000032086",2166.53548527086,0.160266515186009,0.0402314676969701,3.9836109483542,6.78759603211104e-05,0.00649879872557991
"ENSMUSG00000062203",3406.96329550315,-0.169410160490294,0.0425445742028021,-3.98194514023685,6.83535590067843e-05,0.00649879872557991
"ENSMUSG00000025735",98.7160586763344,-0.546903379263296,0.13756774299398,-3.97552047711669,7.02255007309773e-05,0.00655408375809488
"ENSMUSG00000037523",3323.75005152596,0.177501384749039,0.0446433215368276,3.9759896584445,7.00871711365676e-05,0.00655408375809488
"ENSMUSG00000110185",906.080361996262,0.263043053077933,0.066213552506024,3.97264673352184,7.10784240202326e-05,0.0065919650352349
"ENSMUSG00000028545",652.339056077486,-0.349105505568957,0.0879477938421705,-3.96946290881902,7.20348184943485e-05,0.00663890895948539
"ENSMUSG00000058454",823.466396517794,-0.321642795275014,0.0810974145151807,-3.96612884884025,7.30493829991596e-05,0.00669059752612178
"ENSMUSG00000058655",10717.3901175169,0.26181427951098,0.0661458661784981,3.95813517362461,7.55372075485427e-05,0.00687575100315315
"ENSMUSG00000066441",842.177244534493,-0.205908494387461,0.0521221116794188,-3.95050176888301,7.79875214818968e-05,0.00705523921332546
"ENSMUSG00000050812",5073.75988142515,0.123174990955462,0.0312281019147764,3.94436367895862,8.00121533075339e-05,0.00719426349190789
"ENSMUSG00000022540",1948.63110780663,-0.221871662908502,0.0563664817841517,-3.93623401506824,8.27702642562389e-05,0.00739715343468181
"ENSMUSG00000045136",1033.43177846906,-0.527635123842511,0.134329320089156,-3.92792223985289,8.56829033151498e-05,0.00761132585713975
"ENSMUSG00000041939",340.281560387075,-0.36932725786258,0.0949128022230852,-3.89122699163918,9.9738569956366e-05,0.00880685600345253
"ENSMUSG00000049241",155.643964683812,0.546210297080402,0.140480176490075,3.88816636430545,0.000101004388805039,0.00886553998404226
"ENSMUSG00000038290",2670.66281008824,0.181292232794965,0.0466580548604404,3.88555059436642,0.000102098226151456,0.0089085233303513
"ENSMUSG00000038530",90.8113796051864,0.458395933250216,0.118242673923841,3.87673855841136,0.000105866007495181,0.00918294203837609
"ENSMUSG00000054499",880.242708384498,0.264653311015174,0.0683807381387789,3.87029035103511,0.000108705806391398,0.00937412760846528
"ENSMUSG00000035561",274.692838507604,-0.628793955982263,0.162547108331568,-3.86837983423016,0.000109560906103655,0.00939293675235172
"ENSMUSG00000038766",2449.97984028338,0.193543711323952,0.0500850799764912,3.86429873756409,0.000111408805647613,0.00944157613838908
"ENSMUSG00000050947",1081.22080993291,0.194992777724704,0.05044323531436,3.86558825003031,0.000110821767221438,0.00944157613838908
"ENSMUSG00000005034",3095.24828453151,0.151872759788701,0.0393436999582045,3.86015448343797,0.000113315363637791,0.00952572625238093
"ENSMUSG00000040584",227.291111033435,0.520391822582014,0.134839595017789,3.8593398512756,0.000113693735278655,0.00952572625238093
"ENSMUSG00000068742",669.488551376809,0.448264808207942,0.116338832785427,3.85309700531989,0.000116633155410329,0.00971679384000401
"ENSMUSG00000044026",1460.40634418674,0.232723364507937,0.06042309402583,3.85156318556695,0.000117366237857466,0.00972293563733813
"ENSMUSG00000038023",2896.94420512874,-0.162303089706567,0.0421663513162655,-3.84911391761704,0.000118545870517552,0.00973765215434293
"ENSMUSG00000045098",2429.31472410994,0.167363618050166,0.0434946606158067,3.847911805279,0.000119128921543475,0.00973765215434293
"ENSMUSG00000101249",93668.2183884364,-0.424129864803073,0.110246689137184,-3.84709843100423,0.000119524958628514,0.00973765215434293
"ENSMUSG00000032370",1330.03312194911,-0.276990107543429,0.0720805700033918,-3.84278464405033,0.000121646203377302,0.00985601601649282
"ENSMUSG00000006269",4305.0333785953,0.193507059043314,0.0503982826139723,3.83955660801955,0.000123256708581782,0.00993193128277023
"ENSMUSG00000026918",1726.96313906873,0.15066425937776,0.0392646263565939,3.83714995806801,0.00012447047103013,0.00997522590114289
"ENSMUSG00000004266",823.44050535259,-0.240840740555374,0.062835479765626,-3.83287819960477,0.00012665267075579,0.010040969263252
"ENSMUSG00000053964",153.593874432122,0.639977225515194,0.166924379620429,3.83393502477257,0.000126109466177541,0.010040969263252
"ENSMUSG00000058056",3463.98929061338,0.339643789111745,0.0886889331707634,3.82960733621396,0.000128347892295879,0.0101209519775136
"ENSMUSG00000022949",308.677016186025,0.721586192103136,0.188586086887074,3.82629601162055,0.000130085851308964,0.0101657795569383
"ENSMUSG00000037003",5326.3351381744,0.254248285004589,0.0664545027290199,3.8259000453488,0.000130295153686514,0.0101657795569383
"ENSMUSG00000001627",581.941469182549,-0.367613923590696,0.0962131844072358,-3.8208269049148,0.000133004979721781,0.0103225864788284
"ENSMUSG00000029810",13934.2980200076,-0.211790834160577,0.0554565257857053,-3.81904259525701,0.000133970630113152,0.0103430937782646
"ENSMUSG00000074748",3849.2652090911,0.134968260308375,0.0353637797123411,3.81656772568558,0.000135320943853214,0.0103929304065598
"ENSMUSG00000012848",4774.08857638344,0.215257865793294,0.0565127634020442,3.80901327124816,0.000139522469905379,0.0106600950322524
"ENSMUSG00000024579",258.974181434045,-0.338519145812717,0.0890670989291198,-3.80072046673613,0.000144275987121857,0.0109664624025717
"ENSMUSG00000030739",2294.02663351585,-0.256828854496376,0.0676287878656913,-3.79762616781526,0.000146088422944386,0.0110472814601944
"ENSMUSG00000037621",256.245709371907,0.520828359685366,0.137377070583332,3.79123209916924,0.000149901785312443,0.01127781492968
"ENSMUSG00000011382",969.252834314236,-0.28887816384702,0.076228119804869,-3.78965353712645,0.000150857545037227,0.0112921084219236
"ENSMUSG00000029361",188.674025522353,-0.401606131945813,0.106241617034436,-3.78012066416158,0.000156752372924682,0.0116361836729703
"ENSMUSG00000032306",957.246684049037,-0.197433573482367,0.0522355790228593,-3.77967617427896,0.000157032452931038,0.0116361836729703
"ENSMUSG00000031960",4029.10947519086,-0.231767726159189,0.061404320210866,-3.77445308999896,0.000160359078587433,0.0118013428719566
"ENSMUSG00000097412",182.748576296583,0.362079632842168,0.0959488763140192,3.77367246758745,0.000160861923047828,0.0118013428719566
"ENSMUSG00000021670",1996.27717957945,-0.523489480254871,0.13893688972749,-3.76782207577585,0.00016467800381765,0.0120214942786885
"ENSMUSG00000022512",1474.27216346013,-0.313440789333055,0.0832604527256922,-3.76458185215146,0.000166828015819847,0.0120590486337228
"ENSMUSG00000037243",214.379101674547,-0.383509955081076,0.101870980285878,-3.76466344001835,0.000166773556573029,0.0120590486337228
"ENSMUSG00000028041",2413.49080822618,-0.227500784435682,0.0604549431430756,-3.76314611523607,0.000167789100517124,0.0120693564693927
"ENSMUSG00000024298",8384.9302583962,0.217072393102783,0.057713673091651,3.76119525018042,0.000169103361847474,0.0121048455038973
"ENSMUSG00000031729",2428.09312093336,0.135629258964613,0.0360914540792441,3.75793279668973,0.000171322876273288,0.0121561217060537
"ENSMUSG00000060419",84.1980719014649,0.566855721467843,0.150850963629684,3.75772025467061,0.000171468419561859,0.0121561217060537
"ENSMUSG00000027519",2630.25430794357,0.127014381542492,0.0338359954531321,3.75382428805516,0.000174156967786828,0.0122876490286343
"ENSMUSG00000026202",3426.78799579102,-0.475629002034828,0.126982806649624,-3.74561733658323,0.000179950713609709,0.0125167604853244
