gene_id,Mmus_C57-6J_KDN_FLT_Rep1_M23,Mmus_C57-6J_KDN_FLT_Rep2_M24,Mmus_C57-6J_KDN_FLT_Rep3_M25,Mmus_C57-6J_KDN_FLT_Rep4_M26,Mmus_C57-6J_KDN_FLT_Rep5_M27,Mmus_C57-6J_KDN_FLT_Rep6_M28,Mmus_C57-6J_KDN_GC_Rep1_M33,Mmus_C57-6J_KDN_GC_Rep2_M34,Mmus_C57-6J_KDN_GC_Rep3_M35,Mmus_C57-6J_KDN_GC_Rep4_M36,Mmus_C57-6J_KDN_GC_Rep5_M37,Mmus_C57-6J_KDN_GC_Rep6_M38
ENSMUSG00000000001,2976.815029,3058.189668,2947.780354,3209.315288,3255.67942,3101.735358,3265.650541,3183.965545,3370.219086,3078.163836,3305.65562,2979.446051
ENSMUSG00000000028,59.76647738,56.30052463,79.1689699,77.39885868,76.27286985,93.24740521,56.20277868,75.25098361,75.10701494,65.71125232,48.99173392,67.88380013
ENSMUSG00000000031,21.21999431,22.0157572,18.70544473,22.3952575,21.41431572,17.22566241,12.21159023,18.04566413,36.67188991,28.37047594,24.08248698,16.20218926
ENSMUSG00000000037,40.08225899,37.8839113,17.3328453,37.93924644,32.58315949,24.38788835,30.75478843,17.0192566,5.915556686,12.09221088,16.65221445,47.90235712
ENSMUSG00000000049,0,0.985498833,3.639998816,9.124099784,0,3.534619456,0.935309124,3.615634046,9.342457189,1.723900674,0.877086775,0.892226169
ENSMUSG00000000056,1254.102654,1281.898615,1661.11949,1202.704574,1454.198553,1483.054302,1573.536544,1369.83027,1496.561138,1509.918541,1489.910752,1387.977274
ENSMUSG00000000058,1228.412383,1665.032342,1213.268684,1398.781781,1344.089308,1498.080682,1527.071125,1545.616532,1566.463262,1500.799743,1247.772241,1389.697235
ENSMUSG00000000078,3223.170552,2476.647353,2084.13321,2044.483936,2030.27795,2302.013308,2032.413464,2425.236373,1834.049428,2102.024743,2314.223811,2433.646502
ENSMUSG00000000085,883.5772317,841.019294,874.8328885,723.5084564,831.2000585,815.0084013,933.7779282,723.1342643,817.2391471,919.195844,804.2073353,760.2388151
ENSMUSG00000000088,6485.009214,6452.641945,6182.919439,5929.951477,6096.97397,5248.535662,5506.458954,5398.249228,6494.701602,6132.010711,6310.095608,5396.597502
ENSMUSG00000000093,3602.042329,3948.531878,2913.409744,3392.244319,2993.560888,3019.966935,2759.893628,3576.141071,3180.224379,3506.208706,3039.17831,3227.080211
ENSMUSG00000000094,3.207545363,5.63045873,2.495478132,0,0,2.019170417,2.131682118,0,2.130335499,0.984180337,0,2.034236647
ENSMUSG00000000120,99.5511205,130.4973582,90.6287281,113.2164596,112.7195944,104.9952067,143.5400108,114.5954647,103.3723462,84.80243253,81.17878922,143.0259953
ENSMUSG00000000126,76.24864784,98.14894204,93.92159707,58.66850045,88.37842229,106.9922158,106.6021383,140.1702588,86.49644955,103.3209677,64.35030275,83.60111167
ENSMUSG00000000127,587.3295125,558.9885,545.7534023,581.1977307,611.8730636,625.1645611,595.5135009,532.4500805,524.1807078,543.1466378,540.1251703,548.4334895
ENSMUSG00000000131,1915.539665,2200.615871,1997.968587,2037.01983,1872.217738,1767.056894,2091.818181,2205.570579,1996.99025,1849.82749,2018.990399,2115.80322
ENSMUSG00000000134,1161.889721,1051.92197,1185.112515,1040.006946,1054.872591,1124.35223,1010.927216,1054.968307,1145.861777,1127.99451,978.0605136,1070.778067
ENSMUSG00000000142,178.0962442,259.9437503,188.9424883,127.0843586,192.9782144,200.6010925,252.6653341,387.2262501,158.9755609,248.5452229,210.5316659,219.2330562
ENSMUSG00000000148,587.2523427,670.6813328,606.3914584,529.1170887,526.0349061,554.8243854,563.3651445,692.4856484,645.3141136,624.8443997,607.1455508,596.4590071
ENSMUSG00000000149,5887.135346,5502.491411,4768.751654,5567.987237,4566.773862,5038.103184,5062.553743,5427.799157,5203.866421,6092.731522,5455.465953,5279.455298
ENSMUSG00000000154,8569.209181,7258.383203,6879.200783,5996.722494,6205.621504,5680.700606,6037.252453,6173.442873,8620.971564,6574.137152,7866.793555,6033.530678
ENSMUSG00000000159,1127.242319,1020.586341,1261.183701,1173.244701,1227.091651,1131.468928,1189.269142,1220.370723,1099.394107,1306.978734,1167.377162,1195.278754
ENSMUSG00000000167,62.71270417,77.85661844,67.50005005,82.38999448,92.07737737,70.71132528,71.85020385,44.45223859,43.72155725,54.44224766,71.15271464,42.176852
ENSMUSG00000000168,4302.293605,4483.397313,4162.144636,4477.008075,4179.244426,3934.76057,3886.595024,3782.824833,4473.750675,4351.133939,4373.132078,3820.50178
ENSMUSG00000000171,6053.877482,6063.822259,6111.573762,5805.828179,5721.847582,5036.707183,5819.562759,5526.089093,6821.213688,6392.300684,6290.796784,5442.747228
ENSMUSG00000000184,1234.455576,1213.624053,1091.737927,1795.675358,1172.897671,1948.271329,1286.732879,1267.455233,1058.547289,1148.827303,1122.326551,1274.551022
ENSMUSG00000000194,1962.744511,1811.328635,2059.974811,2259.168649,2285.339481,2006.299928,1998.927048,1899.645439,2357.57865,2239.846284,2034.641627,2443.10937
ENSMUSG00000000197,13.20682377,8.939965711,9.538713753,15.57054427,9.624571993,11.94738845,11.0031018,4.556300671,8.506319173,11.3345845,15.85990359,12.55074473
ENSMUSG00000000202,0,0.9417627,3.478386141,6.035494418,0,3.292449118,0,1.727715302,0,0.985673957,2.674991498,0.851550253
ENSMUSG00000000204,5.00897832,5.988306671,6.187521404,36.20433983,10.04905777,4.473887588,1.888683419,10.46488169,2.831407829,2.440006405,8.074991118,15.29537957
ENSMUSG00000000215,1.985029256,1.135119942,2.516520722,0,0.942551538,1.018595088,3.170502939,1.040730195,3.006847522,0,0.961337553,0
ENSMUSG00000000216,2081.746341,2125.629325,2001.840826,2447.830289,1778.764309,1922.705425,2156.472898,1860.913368,1897.727229,2122.859762,1989.035181,2055.884479
ENSMUSG00000000223,2.794673114,3.357999071,2.480468321,1.548144667,4.949737001,3.612154026,7.079616794,8.330136291,4.00256975,5.134615542,7.795450333,3.56061222
ENSMUSG00000000244,25.30940943,15.50949188,16.35357944,31.21911026,18.83796196,14.83813394,15.5798024,21.24159502,16.37334707,17.62511617,25.82986025,32.26642781
ENSMUSG00000000247,26.24766283,27.64523333,20.6142816,27.34201988,11.99847629,24.41858755,25.23334384,50.39833615,12.14155619,12.67960132,43.96646131,33.57387502
ENSMUSG00000000253,2509.374092,2109.781194,2162.112781,2081.937758,1926.879929,1952.845443,1720.182517,1576.605645,1788.419595,1547.049533,1822.875845,1505.454629
ENSMUSG00000000266,961.5155731,882.9908194,942.0091896,916.2414827,915.5783529,834.2011195,929.9580075,1165.374144,1060.881658,972.4780935,1120.734321,960.1599918
ENSMUSG00000000275,4330.514861,4451.738605,3783.084525,5389.746284,4114.32279,3962.094104,4015.078443,4172.133335,4465.580933,4859.068568,4086.782203,4400.106398
ENSMUSG00000000276,427.2612459,351.891549,428.735088,447.686712,444.9611298,410.955483,454.1312962,438.476039,340.525012,410.9738824,400.7281815,432.4984165
ENSMUSG00000000278,3928.299077,4355.485284,3191.830764,4169.588759,3562.685865,3169.372762,2984.974336,3318.33964,3988.189907,3924.27304,3231.415205,3266.374645
ENSMUSG00000000282,1811.070632,1523.615274,1125.785279,1291.364797,1446.16661,1414.947692,1076.845034,1542.090417,1074.273049,1391.854783,1329.114752,1209.272144
ENSMUSG00000000290,159.5536253,222.7680605,189.7253524,378.1770711,239.25037,293.8922971,286.5304073,294.9195171,157.3971478,195.7859996,136.2349963,318.5784783
ENSMUSG00000000295,214.4767332,205.6263064,211.6148327,189.4231148,178.7785821,198.2879978,164.8882875,200.4362087,199.6824833,222.9537965,219.9083925,204.4781044
ENSMUSG00000000296,526.6422309,524.7793243,568.5211862,362.1910774,440.0010085,418.6186478,461.5162273,516.5395792,501.7478521,462.9930142,492.1534498,376.154909
ENSMUSG00000000301,43.33251977,42.86141694,38.19398514,22.29224733,18.95745696,32.03934281,13.06483997,37.61301801,33.03478171,16.02204645,16.42542163,26.24734608
ENSMUSG00000000303,13561.04092,13112.90801,14571.46991,10633.44227,12607.84446,11991.53736,13473.08111,13366.7381,12483.09273,12692.15059,13653.51758,10238.70541
ENSMUSG00000000305,145.9073472,96.00581722,124.6648384,121.1475078,162.8404417,206.148524,108.9495262,139.7610653,101.2560675,108.6118732,109.369868,122.2234251
ENSMUSG00000000308,2036.873957,1933.96425,2257.185999,1739.623064,1379.286212,1688.927423,1974.793624,1860.292837,1911.07134,2420.793847,2055.562017,1849.316979
ENSMUSG00000000317,221.6048967,195.183188,173.4448924,239.935696,158.0247687,176.6814192,255.3217586,171.0962622,161.0945767,250.3204504,198.9451656,258.7278546
ENSMUSG00000000318,7.10614092,39.22064581,28.72417102,21.72626015,29.2945413,33.47510189,20.26490337,31.10107448,18.09966488,18.547335,18.59901244,28.51617255
ENSMUSG00000000320,163.8510026,151.0476113,206.4503281,188.9207867,182.1265728,145.3635539,207.5006713,170.0013715,181.2571672,190.3401318,185.3639622,166.5766996
ENSMUSG00000000325,3378.698309,2960.100503,2219.672149,2484.26343,3007.817518,2614.724372,2632.082123,2512.989203,2741.317424,3261.379138,2586.228394,2511.082757
ENSMUSG00000000326,6373.680565,7102.300307,5405.896505,6208.499569,5607.350991,5309.614951,4353.152668,5026.199455,5348.936795,6747.809975,4177.928341,5032.64387
ENSMUSG00000000339,583.6194617,553.8550786,529.6303619,551.0263112,598.2472296,552.7299959,540.839368,554.6420196,583.2813111,620.1399855,600.1799504,542.9835822
ENSMUSG00000000340,3960.788504,3779.888225,3411.439795,3993.743365,3783.65459,3332.144748,3755.644832,3190.139532,4292.43855,3655.605192,4286.112534,3775.731394
ENSMUSG00000000346,7305.751962,6989.129145,6692.464821,6671.144422,6352.197063,6409.166637,6660.315941,6930.579604,7365.218074,7158.076643,7261.032211,6434.233599
ENSMUSG00000000355,298.7934066,321.5688277,287.9704827,444.2478386,361.631826,360.0947104,291.4545551,261.0412048,311.9040711,292.2794719,309.1059156,319.8125154
ENSMUSG00000000359,242.2968692,285.6947271,235.5656053,278.5279264,332.579272,382.3701102,431.4695458,382.6195325,296.8810305,348.7829495,338.7193252,299.6427341
ENSMUSG00000000365,0,2.027615664,7.919245109,3.704425178,1.443304537,2.042513493,9.102145676,6.742828629,0.799828993,3.319599151,5.672623929,5.362941915
ENSMUSG00000000374,3322.485129,3384.450855,3544.744621,3001.449592,3318.732936,3241.439721,3445.178669,3253.143698,3366.786608,3303.410377,3389.160879,3158.308848
ENSMUSG00000000378,521.6178114,538.4032653,525.6774404,454.2737276,471.2770995,523.5869799,502.7161906,526.4456042,468.3959306,553.1380946,558.6038754,533.1069034
ENSMUSG00000000384,1144.0937,1115.86652,1226.292312,1178.449581,1248.942839,1143.215886,1137.94678,1110.086609,1174.950819,1142.575158,1297.188053,1041.65665
ENSMUSG00000000385,5422.976034,5193.714634,5933.195615,4926.034907,5138.059487,5420.096577,5440.447827,5913.402659,5597.917781,5861.559563,5351.415862,5189.854459
ENSMUSG00000000386,27.93812556,31.94961342,54.11341274,191.3978925,38.51025884,69.14386411,22.23277163,46.67815639,22.79510433,16.71692879,11.96569347,149.1781583
ENSMUSG00000000392,12.48174383,23.38808301,10.98219653,13.42580833,14.98818344,11.74803847,13.51113161,26.97266245,7.791871535,13.33477611,6.26998458,8.305544815
ENSMUSG00000000399,4741.478265,4550.868237,4721.093175,4419.746905,4346.155526,3807.911062,4490.307991,4137.55443,5195.462604,4949.839074,5014.769565,4061.016414
ENSMUSG00000000402,782.3990861,520.7625042,1045.30766,639.2989087,885.9774348,773.8135003,1416.648427,798.9117719,867.1501352,1051.632385,1316.866541,760.5475616
ENSMUSG00000000409,38.00555195,30.82230167,58.85010924,89.44636398,29.32089884,71.47641144,68.01149248,45.96683876,74.66825834,64.28025673,32.28650154,57.60676639
ENSMUSG00000000416,821.3928153,658.8676746,819.2443476,1343.536514,790.5425062,785.3691809,813.8072113,799.6416662,720.7547834,967.35831,678.0469603,1048.690148
ENSMUSG00000000420,4158.132434,3921.768024,3816.877722,4149.353978,4359.105685,4171.379857,3480.476476,3950.116036,3936.300823,3851.208265,3753.895703,3981.363583
ENSMUSG00000000439,761.3527472,804.5686619,626.5930472,571.1373948,642.9518249,864.6690837,594.1198686,830.0319208,918.4948324,714.9259981,731.6569242,579.57922
ENSMUSG00000000440,57.37131981,300.3983824,149.1095141,77.69528926,97.43681884,108.1691139,66.16012965,60.94157156,136.0370125,113.7019235,59.22894883,56.67835205
ENSMUSG00000000441,2261.059783,2170.920137,2383.103284,2384.677701,2438.717432,2419.551677,2429.605805,2357.347133,2364.436224,2425.491063,2866.465466,2502.775427
ENSMUSG00000000486,117.0812428,80.07114008,137.3817181,132.9116886,128.8671984,116.2714475,163.3085919,120.3374273,153.4721921,122.6219441,165.156762,155.3031811
ENSMUSG00000000489,1064.261348,1194.742612,964.9422727,983.6198144,993.6393504,1215.296784,1104.934085,1398.095267,936.4452562,1081.522941,945.0866377,1288.184273
ENSMUSG00000000530,698.4951708,702.7122328,667.8837976,1000.101966,820.6663175,862.6153295,770.1128278,906.5138023,718.0692678,733.2660692,754.7459868,848.4821729
ENSMUSG00000000531,202.1170928,317.7015779,277.5030941,185.3689824,229.3499248,230.8724288,187.9532791,281.2020498,204.689044,199.7662516,194.1082746,211.5840093
ENSMUSG00000000532,2331.541769,2345.998343,2166.379454,2134.278811,2268.818118,2155.22998,2350.148889,2219.669082,2384.758366,2415.609114,2582.586542,2220.721169
ENSMUSG00000000538,6699.726302,6309.212532,6527.730653,6416.70445,6347.056677,6165.064056,6741.89991,6289.874603,6810.80646,7080.788125,6772.725057,7029.407746
ENSMUSG00000000544,26.41402024,6.575549208,15.61698216,0,3.80290401,7.579794387,2.66879284,8.310459404,0,17.30879816,6.128141442,2.546604019
ENSMUSG00000000552,349.380556,461.8855888,346.2852221,462.5626318,368.8215673,391.4174556,299.298847,368.483852,324.8827907,416.6109727,315.53074,388.2391411
ENSMUSG00000000555,530.0722082,583.0968547,483.6045437,556.3660064,566.4582192,638.1159734,501.7110739,553.7896748,408.2470949,551.9750317,443.6218605,513.7655878
ENSMUSG00000000560,1.894188591,0.99741227,2.21030595,0,0,1.162694978,0.94368588,1.632989779,0,1.743250686,1.770343649,2.701780719
ENSMUSG00000000561,820.8253844,715.488832,715.152456,748.7989178,679.0257171,687.9057122,782.612109,916.8954829,776.9368295,804.9243743,779.8911104,830.015318
ENSMUSG00000000562,3.369797611,10.56554644,1.542310824,10.54804482,4.238434465,5.29178151,7.845798927,4.697551298,3.011392209,0,0,12.70135878
ENSMUSG00000000563,10205.61537,10244.42533,10486.20808,10078.42123,10222.40941,8462.277426,9593.619892,8785.293388,10740.80548,10433.97628,10468.7727,8890.536611
ENSMUSG00000000567,100.628628,105.9728432,112.0639284,111.1434987,87.44395129,86.00602731,147.7465534,167.8237688,200.4036883,94.55584183,84.14169381,114.8154138
ENSMUSG00000000568,1921.11202,2197.016317,2028.474089,2178.265804,1925.096034,1848.904098,1645.865919,1938.772458,1834.202718,2065.446259,2473.460463,1938.779984
ENSMUSG00000000579,105.1777275,132.6426389,128.1549817,132.5779797,119.3401533,133.1593207,114.2898646,68.8941823,92.78253775,76.81527663,92.48966154,110.0273721
ENSMUSG00000000581,642.0231185,586.8404508,701.8649565,684.9225096,585.4421203,576.5874369,603.3835196,559.8880536,588.5590306,734.5116571,755.1861433,651.9217815
ENSMUSG00000000594,14506.38561,13282.28532,14959.69267,13861.05239,11588.61093,10851.74843,9296.43341,9533.19602,11089.71368,11331.09727,10806.77189,10062.47012
ENSMUSG00000000600,1201.937506,1261.676244,1219.052251,1538.608795,1495.602017,1570.12329,1515.378342,1331.071522,1244.475751,1168.946641,1299.739676,1602.85415
ENSMUSG00000000605,3529.756685,3124.008037,3461.966075,3448.844441,3374.120805,3168.771701,3588.676616,3168.997707,3406.958872,3295.570472,3434.9574,3139.396325
ENSMUSG00000000627,5.258392503,0.919425819,12.6127523,16.56442752,3.548520361,6.594265467,6.088902439,5.904091413,1.245474648,3.293318325,2.447736902,8.337271729
ENSMUSG00000000628,62.5461782,970.6234768,301.1030289,173.8859168,221.2338567,236.1748348,92.58500416,145.8260941,134.3538096,235.3879162,114.3756011,99.22416467
ENSMUSG00000000631,13361.24752,11871.00873,13644.55525,11999.78563,12462.30257,12168.72427,12789.99193,12437.41311,10563.69564,10679.43058,12249.90556,11931.38515
ENSMUSG00000000632,13.99935248,10.27076454,6.780556438,18.67517196,12.97689913,11.32968399,10.82326159,1.843131527,1.518457963,5.303661681,3.566723096,6.679336649
ENSMUSG00000000673,2790.091431,2424.58397,2434.721213,2707.405096,2047.504793,2169.657827,2386.859703,2053.141083,2778.296043,1711.830412,2418.408011,1987.939155
ENSMUSG00000000682,93.36676364,126.3272687,135.0676783,251.8532829,155.6527036,241.6361734,201.6924458,177.7640869,106.8817618,120.4497449,117.3007688,230.4309167
ENSMUSG00000000686,159.9515674,193.1698599,207.2619314,175.348712,166.7752117,148.0303926,154.2632854,202.1399316,166.1108241,168.8350098,166.2801629,145.2580014
ENSMUSG00000000690,1095.750445,1041.313517,1024.379473,725.0631819,905.8884088,1021.036017,1106.584645,1164.841496,1041.617751,945.3137334,1073.102036,958.8994681
ENSMUSG00000000693,126.9129153,83.38302808,121.6067457,125.0933377,127.1631479,181.2801718,166.379867,110.916497,108.1626348,209.8874115,126.6562021,155.317706
ENSMUSG00000000708,2953.468407,2673.973879,2754.587548,3128.686228,2790.129737,2625.451633,3267.931542,2764.44116,2900.512031,3256.35393,3368.504146,2880.835572
ENSMUSG00000000711,4894.358965,4724.453485,4547.367942,4647.599713,4651.578237,4479.060946,5112.516463,4692.516644,5050.303341,4687.633772,5238.337528,4508.589837
ENSMUSG00000000724,41.15299462,21.14566164,12.33251791,133.3565933,46.39839784,25.94953179,32.8402678,22.45400756,109.988152,53.58064812,54.90989423,35.35514858
ENSMUSG00000000730,2.025109687,0,3.153586222,0,0.868206078,19.42985036,7.188857209,0.978876847,2.967779451,3.734184086,0,3.866150077
ENSMUSG00000000731,14.8587453,3.764987832,3.667677748,13.91047635,21.08114967,12.20961241,1.88517761,1.757502512,6.787690902,9.444433313,8.890399147,6.514052693
ENSMUSG00000000732,1718.414103,1926.019078,2334.175961,1400.790649,2409.693167,2244.779961,1221.07787,1941.532168,2554.284348,1424.515846,1070.940056,1327.020347
ENSMUSG00000000738,2726.699292,2493.977755,2777.918804,2236.486913,2111.296398,2222.764984,2303.970594,2183.778364,2417.160529,2330.762772,2337.885587,2279.389232
ENSMUSG00000000739,49.22242977,47.15782173,10.22214571,32.0582688,69.40827616,50.26693779,20.5779697,60.25740318,55.69083093,34.84638988,36.38142388,49.38544465
ENSMUSG00000000740,8272.638261,8315.854533,8165.126691,7139.860638,7623.645653,8338.904863,8182.488351,9336.811707,9415.411342,8548.653353,8219.046512,7601.312193
ENSMUSG00000000743,2385.507438,2388.883199,2461.675706,2207.93303,2029.83351,2192.133586,2237.324609,2213.854848,2343.050331,2480.710191,2341.913339,2268.792193
ENSMUSG00000000751,1572.181273,1472.973188,1817.9541,1491.233481,1469.103281,1617.19452,1536.52956,1747.766301,1695.266524,1631.073874,1532.533605,1396.806148
ENSMUSG00000000753,52.8931349,113.2011623,77.90639713,63.8281974,58.39616466,90.33358565,80.46214253,65.40237939,43.28854242,61.94529828,81.19332246,69.34052131
ENSMUSG00000000759,722.2427314,786.9451823,767.6760999,916.3704904,910.0369976,860.7610983,699.4857303,768.4698093,796.7371962,729.6323391,827.0489755,931.9315986
ENSMUSG00000000776,534.9747115,487.9689081,512.9530148,382.0822619,442.6200638,377.3386451,467.4053207,527.2722839,507.2733073,448.5945396,400.6499865,410.2205695
ENSMUSG00000000782,89.76447173,74.99726239,72.20767261,86.66619347,61.10277464,114.0298768,103.9814715,115.9438746,51.38949486,73.22379271,86.13169592,96.29320025
ENSMUSG00000000787,12439.09059,11804.08225,10335.28335,13391.91301,11866.01215,11265.46108,11900.20137,11481.53448,10962.09595,12085.83155,12751.72938,10967.11281
ENSMUSG00000000791,9.805262924,16.7957461,6.935254355,38.73592442,7.222572583,5.89213776,2.666245509,13.54246045,19.43277405,4.68218565,4.200140293,6.784848773
ENSMUSG00000000792,6.353066028,14.49771505,12.35680833,2.058771278,5.412312214,6.99880383,7.388912418,8.184162348,5.274443359,5.84804172,3.960299974,3.021911499
ENSMUSG00000000794,217.0875075,224.1597714,197.030912,142.3090156,241.0751243,309.3458811,203.5675393,271.4511008,204.8663118,200.2661583,264.7978384,206.2873063
ENSMUSG00000000804,4122.285067,4335.219674,3864.685839,4084.87315,3895.250625,3416.904064,3923.426294,4165.480879,4733.294145,4616.414023,4294.077561,3946.414818
ENSMUSG00000000805,1895.607547,1359.287822,1684.866973,1188.445469,1565.285441,1100.710817,1116.763736,998.8648254,1557.898617,1089.741574,1369.643394,997.118981
ENSMUSG00000000811,1110.552674,1016.923758,1057.591012,990.1863265,942.6040851,984.6922231,826.4283192,961.4976967,1000.989229,788.5149059,1023.640844,860.1538283
ENSMUSG00000000817,0,5.057189985,4.901793596,11.68156681,6.146022166,6.045556305,3.19395374,4.638929092,13.11307174,2.210488404,3.744484918,9.14273376
ENSMUSG00000000823,1636.218046,1870.642285,1709.320847,2034.037431,1763.827593,1879.48636,1743.10226,1541.453742,1416.493448,1972.373267,1752.880375,2144.401256
ENSMUSG00000000826,4234.605085,3805.967394,4155.189683,4196.42764,4214.894192,3879.091801,4130.442397,4220.502012,4199.435865,4214.084914,4366.63592,4331.067247
ENSMUSG00000000827,1329.574459,1418.985535,1372.595051,1406.86671,1162.422418,1458.237036,1410.499079,1495.935162,1389.647052,1314.912511,1413.534495,1363.627392
ENSMUSG00000000838,1535.782712,1496.182554,1437.837795,1907.924965,1703.672431,1626.823265,1860.234127,1572.610167,1684.075846,1604.79368,1652.438173,1518.735046
ENSMUSG00000000861,15.44500825,21.0193282,29.06348142,37.20703623,23.25546875,34.44524901,17.88746442,18.50922436,19.40375539,16.45553032,18.99845037,28.2361971
ENSMUSG00000000876,2662.349651,2445.102568,2652.906136,2300.513075,2278.317972,2213.184749,2139.721397,2662.768698,2845.791202,2718.062173,3058.370102,2361.868763
ENSMUSG00000000881,906.160221,889.587741,935.4349197,862.3077324,921.7977104,822.6867469,1070.093081,1019.841122,1022.841774,955.2561743,1077.582036,771.1411792
ENSMUSG00000000884,102.6083601,97.02883893,94.96155235,91.3637517,85.53979174,132.6466493,107.4522669,124.9502191,102.4256066,129.7276774,91.37906094,98.54917764
ENSMUSG00000000901,220.6623149,240.2388557,151.9892674,181.9187796,178.5046488,268.1473797,261.5306505,302.3249582,167.7908089,190.1788869,303.1296434,275.4496549
ENSMUSG00000000902,1265.343632,1271.524674,1211.64184,1208.315063,1229.384292,1396.462788,1197.726816,1318.390138,1182.808983,1051.83532,1043.556507,1031.954621
ENSMUSG00000000903,2.284210414,1.205291292,0,0,0,1.753685503,0,1.105200308,0,0,6.468263503,0
ENSMUSG00000000915,2465.459465,2673.255502,2617.556103,2685.644343,2565.708892,3003.286559,2958.770724,2877.968327,2231.175901,2489.701518,2744.177263,2504.173552
ENSMUSG00000000916,233.1046989,236.4925596,247.6515256,225.6916663,253.7420909,282.840494,263.1888705,260.5557605,275.1760297,248.2981348,254.5397811,334.0996073
ENSMUSG00000000934,841.240517,730.7432608,761.2489572,782.4669026,666.2174972,732.1329139,692.3860215,649.3410257,671.5667275,674.4185723,645.3926411,611.0920842
ENSMUSG00000000938,1208.015609,1250.526619,1004.816432,1415.087588,1284.752167,1327.929679,1241.464415,1334.21789,1300.342106,1362.227252,1307.921692,1212.950966
ENSMUSG00000000942,56.05255016,82.45803394,83.95937584,101.9946805,84.95837288,74.93131409,88.72575752,81.76859733,93.92150206,54.55938897,100.0514998,97.75376267
ENSMUSG00000000948,26.25680596,63.55808326,32.76999638,64.73282415,41.50865477,45.69693669,42.53113946,24.50696533,23.68613681,29.1472785,31.0754924,125.1525825
ENSMUSG00000000957,556.7353116,665.476555,655.4969007,940.4721783,728.7822427,921.994175,830.777893,816.5344542,590.4971878,765.593324,667.4648698,946.0740378
ENSMUSG00000000958,4925.777234,5296.075407,2522.624901,3352.855426,3591.335137,2966.34383,2676.699906,3843.681875,5627.003218,5153.757698,3405.903155,3826.289466
ENSMUSG00000000959,1775.840093,1747.481417,1644.749126,1590.257565,1531.346262,1541.443596,1462.920298,1585.071571,1724.828388,1856.914926,1813.773728,1682.667416
ENSMUSG00000000976,637.2299758,769.322589,733.1739648,779.3489795,714.4520139,711.2113096,676.7895242,754.9943344,683.305176,820.2754199,609.6299723,653.4495284
ENSMUSG00000000982,12.6474957,3.334907501,9.033505585,8.262067038,0,3.987691245,4.233225715,3.058327923,2.112987921,2.91935162,0.992170012,7.063830315
ENSMUSG00000001014,3.269893328,7.503987582,7.464232817,0,5.428289355,1.030388074,7.541257904,6.882440545,5.084607257,6.032093177,4.773920248,4.165550226
ENSMUSG00000001016,1055.46897,1094.871668,1066.498748,1050.451479,1097.538706,980.3772008,998.7319532,1145.508242,1098.804566,1006.025188,1017.402573,1040.096364
ENSMUSG00000001017,1887.659511,1837.586802,1962.764532,1994.63727,2006.499391,1992.606396,2129.752306,2103.644706,2015.14595,1875.334663,2078.546985,2143.398422
ENSMUSG00000001018,667.2266813,555.1342046,527.8563954,502.6090695,608.391633,534.5334863,529.8315478,545.0903062,569.384767,592.5899255,620.5344328,512.469739
ENSMUSG00000001020,58.73515934,84.19309923,99.04519763,59.07328493,79.72319713,79.50880777,67.91491153,103.5987295,49.7349491,61.20373141,60.65825854,97.06049028
ENSMUSG00000001021,1.585914313,2.275406457,0,2.523548732,0,8.042197062,0,0.276299367,2.57702893,0,2.421486343,3.039404082
ENSMUSG00000001025,866.4263749,1123.188153,1255.551982,467.2315393,845.9247476,1500.941585,904.658129,1409.016224,698.1310883,1150.382588,667.869698,608.941152
ENSMUSG00000001027,24.6769056,36.24355562,32.11017889,37.70034588,28.5601587,38.97873808,56.77972294,22.5135213,57.34465746,49.39672722,37.49760868,35.53251492
ENSMUSG00000001029,234.4436494,218.931328,147.9453719,202.2370157,180.6498015,198.5859961,199.0393859,195.7309434,174.4863703,211.3934061,190.4287926,202.1900223
ENSMUSG00000001034,354.3657091,420.0433549,428.1629404,337.9520368,406.0980605,351.0625213,366.5494441,414.519937,343.2675373,311.5265414,285.451708,391.2601685
ENSMUSG00000001036,1421.369025,1404.07291,1468.5184,1164.726824,1527.593853,1309.092045,1623.282206,1497.312317,1564.723961,1379.754265,1373.02984,1398.079595
ENSMUSG00000001039,207.7820332,246.1337835,255.1130169,179.4188407,232.1878383,206.1886482,214.563866,201.2604186,238.7004555,269.2075351,181.4536576,210.867719
ENSMUSG00000001052,2638.041355,2396.566552,2505.636624,2006.889436,1792.390833,2110.676662,2118.986676,2405.560192,2278.404971,2091.096889,2445.293579,2052.683291
ENSMUSG00000001053,482.8863204,506.7319647,534.5309059,436.6047046,464.4509856,456.2796915,538.3031451,529.8931005,498.4347774,404.1272522,442.9043093,470.8657721
ENSMUSG00000001054,658.8778832,656.4978217,728.8425834,638.250352,678.6105683,680.5861846,639.8708609,640.2625927,608.7031346,569.9074529,615.0726821,649.485793
ENSMUSG00000001056,608.7336631,624.6802447,742.8484714,623.0796168,597.7953476,639.3275044,552.5556535,570.9879015,598.5999822,544.1613253,601.334502,486.9145085
ENSMUSG00000001062,834.0266598,702.7691978,924.1871524,723.2645651,735.905046,849.8252296,735.86041,647.1396112,646.6775017,761.0737413,786.6452857,757.2096068
ENSMUSG00000001065,575.383768,552.8517917,561.1344159,562.0071598,659.2780875,562.7123812,637.4464185,619.022589,600.020388,623.5152025,497.6310542,692.0885847
